chapter,verse,text
1,1,Ο ΗΝ ΑΠΟ ΑΡΧΗΣ Ο ΑΚΗΚΟΑΜΕΝ Ο ΕΩΡΑΚΑΜΕΝ ΤΟΙΣ ΟΦΘΑΛΜΟΙΣ ΗΜΩΝ Ο ΕΘΕΑΣΑΜΕΘΑ ΚΑΙ ΑΙ ΧΕΙΡΕΣ ΗΜΩΝ ΕΨΗΛΑΦΗΣΑΝ ΠΕΡΙ ΤΟΥ ΛΟΓΟΥ ΤΗΣ ΖΩΗΣ
1,2,ΚΑΙ Η ΖΩΗ ΕΦΑΝΕΡΩΘΗ ΚΑΙ ΕΩΡΑΚΑΜΕΝ ΚΑΙ ΜΑΡΤΥΡΟΥΜΕΝ ΚΑΙ ΑΠΑΓΓΕΛΛΟΜΕΝ ΥΜΙΝ ΤΗΝ ΖΩΗΝ ΤΗΝ ΑΙΩΝΙΟΝ ΗΤΙΣ ΗΝ ΠΡΟΣ ΤΟΝ ΠΑΤΕΡΑ ΚΑΙ ΕΦΑΝΕΡΩΘΗ ΗΜΙΝ
1,3,Ο ΕΩΡΑΚΑΜΕΝ ΚΑΙ ΑΚΗΚΟΑΜΕΝ ΑΠΑΓΓΕΛΛΟΜΕΝ ΚΑΙ ΥΜΙΝ ΙΝΑ ΚΑΙ ΥΜΕΙΣ ΚΟΙΝΩΝΙΑΝ ΕΧΗΤΕ ΜΕΤΑ ΗΜΩΝ ΚΑΙ Η ΚΟΙΝΩΝΙΑ ΔΕ Η ΗΜΕΤΕΡΑ ΜΕΤΑ ΤΟΥ ΠΑΤΡΟΣ ΚΑΙ ΜΕΤΑ ΤΟΥ ΥΙΟΥ ΑΥΤΟΥ ΙΗΣΟΥ ΧΡΙΣΤΟΥ
1,4,ΚΑΙ ΤΑΥΤΑ ΓΡΑΦΟΜΕΝ ΗΜΕΙΣ ΙΝΑ Η ΧΑΡΑ ΗΜΩΝ ΗΙ ΠΕΠΛΗΡΩΜΕΝΗ
1,5,ΚΑΙ ΕΣΤΙΝ ΑΥΤΗ Η ΑΓΓΕΛΙΑ ΗΝ ΑΚΗΚΟΑΜΕΝ ΑΠΟ ΑΥΤΟΥ ΚΑΙ ΑΝΑΓΓΕΛΛΟΜΕΝ ΥΜΙΝ ΟΤΙ Ο ΘΕΟΣ ΦΩΣ ΕΣΤΙΝ ΚΑΙ ΣΚΟΤΙΑ ΕΝ ΑΥΤΩΙ ΟΥΚ ΕΣΤΙΝ ΟΥΔΕΜΙΑ
1,6,ΕΑΝ ΕΙΠΩΜΕΝ ΟΤΙ ΚΟΙΝΩΝΙΑΝ ΕΧΟΜΕΝ ΜΕΤΑ ΑΥΤΟΥ ΚΑΙ ΕΝ ΤΩΙ ΣΚΟΤΕΙ ΠΕΡΙΠΑΤΩΜΕΝ ΨΕΥΔΟΜΕΘΑ ΚΑΙ ΟΥ ΠΟΙΟΥΜΕΝ ΤΗΝ ΑΛΗΘΕΙΑΝ
1,7,ΕΑΝ ΔΕ ΕΝ ΤΩΙ ΦΩΤΙ ΠΕΡΙΠΑΤΩΜΕΝ ΩΣ ΑΥΤΟΣ ΕΣΤΙΝ ΕΝ ΤΩΙ ΦΩΤΙ ΚΟΙΝΩΝΙΑΝ ΕΧΟΜΕΝ ΜΕΤΑ ΑΛΛΗΛΩΝ ΚΑΙ ΤΟ ΑΙΜΑ ΙΗΣΟΥ ΤΟΥ ΥΙΟΥ ΑΥΤΟΥ ΚΑΘΑΡΙΖΕΙ ΗΜΑΣ ΑΠΟ ΠΑΣΗΣ ΑΜΑΡΤΙΑΣ
1,8,ΕΑΝ ΕΙΠΩΜΕΝ ΟΤΙ ΑΜΑΡΤΙΑΝ ΟΥΚ ΕΧΟΜΕΝ ΕΑΥΤΟΥΣ ΠΛΑΝΩΜΕΝ ΚΑΙ Η ΑΛΗΘΕΙΑ ΟΥΚ ΕΣΤΙΝ ΕΝ ΗΜΙΝ
1,9,ΕΑΝ ΟΜΟΛΟΓΩΜΕΝ ΤΑΣ ΑΜΑΡΤΙΑΣ ΗΜΩΝ ΠΙΣΤΟΣ ΕΣΤΙΝ ΚΑΙ ΔΙΚΑΙΟΣ ΙΝΑ ΑΦΗΙ ΗΜΙΝ ΤΑΣ ΑΜΑΡΤΙΑΣ ΚΑΙ ΚΑΘΑΡΙΣΗΙ ΗΜΑΣ ΑΠΟ ΠΑΣΗΣ ΑΔΙΚΙΑΣ
1,10,ΕΑΝ ΕΙΠΩΜΕΝ ΟΤΙ ΟΥΧ ΗΜΑΡΤΗΚΑΜΕΝ ΨΕΥΣΤΗΝ ΠΟΙΟΥΜΕΝ ΑΥΤΟΝ ΚΑΙ Ο ΛΟΓΟΣ ΑΥΤΟΥ ΟΥΚ ΕΣΤΙΝ ΕΝ ΗΜΙΝ
