chapter,verse,text
1,1,ΠΑΥΛΟΣ ΚΑΙ ΣΙΛΟΥΑΝΟΣ ΚΑΙ ΤΙΜΟΘΕΟΣ ΤΗΙ ΕΚΚΛΗΣΙΑΙ ΘΕΣΣΑΛΟΝΙΚΕΩΝ ΕΝ ΘΕΩΙ ΠΑΤΡΙ ΚΑΙ ΚΥΡΙΩΙ ΙΗΣΟΥ ΧΡΙΣΤΩΙ ΧΑΡΙΣ ΥΜΙΝ ΚΑΙ ΕΙΡΗΝΗ
1,2,ΕΥΧΑΡΙΣΤΟΥΜΕΝ ΤΩΙ ΘΕΩΙ ΠΑΝΤΟΤΕ ΠΕΡΙ ΠΑΝΤΩΝ ΥΜΩΝ ΜΝΕΙΑΝ ΠΟΙΟΥΜΕΝΟΙ ΕΠΙ ΤΩΝ ΠΡΟΣΕΥΧΩΝ ΗΜΩΝ ΑΔΙΑΛΕΙΠΤΩΣ
1,3,ΜΝΗΜΟΝΕΥΟΝΤΕΣ ΥΜΩΝ ΤΟΥ ΕΡΓΟΥ ΤΗΣ ΠΙΣΤΕΩΣ ΚΑΙ ΤΟΥ ΚΟΠΟΥ ΤΗΣ ΑΓΑΠΗΣ ΚΑΙ ΤΗΣ ΥΠΟΜΟΝΗΣ ΤΗΣ ΕΛΠΙΔΟΣ ΤΟΥ ΚΥΡΙΟΥ ΗΜΩΝ ΙΗΣΟΥ ΧΡΙΣΤΟΥ ΕΜΠΡΟΣΘΕΝ ΤΟΥ ΘΕΟΥ ΚΑΙ ΠΑΤΡΟΣ ΗΜΩΝ
1,4,ΕΙΔΟΤΕΣ ΑΔΕΛΦΟΙ ΗΓΑΠΗΜΕΝΟΙ ΥΠΟ ΤΟΥ ΘΕΟΥ ΤΗΝ ΕΚΛΟΓΗΝ ΥΜΩΝ
1,5,ΟΤΙ ΤΟ ΕΥΑΓΓΕΛΙΟΝ ΗΜΩΝ ΟΥΚ ΕΓΕΝΗΘΗ ΕΙΣ ΥΜΑΣ ΕΝ ΛΟΓΩΙ ΜΟΝΟΝ ΑΛΛΑ ΚΑΙ ΕΝ ΔΥΝΑΜΕΙ ΚΑΙ ΕΝ ΠΝΕΥΜΑΤΙ ΑΓΙΩΙ ΚΑΙ ΠΛΗΡΟΦΟΡΙΑΙ ΠΟΛΛΗΙ ΚΑΘΩΣ ΟΙΔΑΤΕ ΟΙΟΙ ΕΓΕΝΗΘΗΜΕΝ ΕΝ ΥΜΙΝ ΔΙΑ ΥΜΑΣ
1,6,ΚΑΙ ΥΜΕΙΣ ΜΙΜΗΤΑΙ ΗΜΩΝ ΕΓΕΝΗΘΗΤΕ ΚΑΙ ΤΟΥ ΚΥΡΙΟΥ ΔΕΞΑΜΕΝΟΙ ΤΟΝ ΛΟΓΟΝ ΕΝ ΘΛΙΨΕΙ ΠΟΛΛΗΙ ΜΕΤΑ ΧΑΡΑΣ ΠΝΕΥΜΑΤΟΣ ΑΓΙΟΥ
1,7,ΩΣΤΕ ΓΕΝΕΣΘΑΙ ΥΜΑΣ ΤΥΠΟΥΣ ΠΑΣΙΝ ΤΟΙΣ ΠΙΣΤΕΥΟΥΣΙΝ ΕΝ ΤΗΙ ΜΑΚΕΔΟΝΙΑΙ ΚΑΙ ΕΝ ΤΗΙ ΑΧΑΙΑΙ
1,8,ΑΠΟ ΥΜΩΝ ΓΑΡ ΕΞΗΧΗΤΑΙ Ο ΛΟΓΟΣ ΤΟΥ ΚΥΡΙΟΥ ΟΥ ΜΟΝΟΝ ΕΝ ΤΗΙ ΜΑΚΕΔΟΝΙΑΙ ΚΑΙ ΕΝ ΤΗΙ ΑΧΑΙΑΙ ΑΛΛΑ ΕΝ ΠΑΝΤΙ ΤΟΠΩΙ Η ΠΙΣΤΙΣ ΥΜΩΝ Η ΠΡΟΣ ΤΟΝ ΘΕΟΝ ΕΞΕΛΗΛΥΘΕΝ ΩΣΤΕ ΜΗ ΧΡΕΙΑΝ ΕΧΕΙΝ ΗΜΑΣ ΛΑΛΕΙΝ ΤΙ
1,9,ΑΥΤΟΙ ΓΑΡ ΠΕΡΙ ΗΜΩΝ ΑΠΑΓΓΕΛΛΟΥΣΙΝ ΟΠΟΙΑΝ ΕΙΣΟΔΟΝ ΕΣΧΟΜΕΝ ΠΡΟΣ ΥΜΑΣ ΚΑΙ ΠΩΣ ΕΠΕΣΤΡΕΨΑΤΕ ΠΡΟΣ ΤΟΝ ΘΕΟΝ ΑΠΟ ΤΩΝ ΕΙΔΩΛΩΝ ΔΟΥΛΕΥΕΙΝ ΘΕΩΙ ΖΩΝΤΙ ΚΑΙ ΑΛΗΘΙΝΩΙ
1,10,ΚΑΙ ΑΝΑΜΕΝΕΙΝ ΤΟΝ ΥΙΟΝ ΑΥΤΟΥ ΕΚ ΤΩΝ ΟΥΡΑΝΩΝ ΟΝ ΗΓΕΙΡΕΝ ΕΚ ΤΩΝ ΝΕΚΡΩΝ ΙΗΣΟΥΝ ΤΟΝ ΡΥΟΜΕΝΟΝ ΗΜΑΣ ΕΚ ΤΗΣ ΟΡΓΗΣ ΤΗΣ ΕΡΧΟΜΕΝΗΣ
2,1,ΑΥΤΟΙ ΓΑΡ ΟΙΔΑΤΕ ΑΔΕΛΦΟΙ ΤΗΝ ΕΙΣΟΔΟΝ ΗΜΩΝ ΤΗΝ ΠΡΟΣ ΥΜΑΣ ΟΤΙ ΟΥ ΚΕΝΗ ΓΕΓΟΝΕΝ
2,2,ΑΛΛΑ ΠΡΟΠΑΘΟΝΤΕΣ ΚΑΙ ΥΒΡΙΣΘΕΝΤΕΣ ΚΑΘΩΣ ΟΙΔΑΤΕ ΕΝ ΦΙΛΙΠΠΟΙΣ ΕΠΑΡΡΗΣΙΑΣΑΜΕΘΑ ΕΝ ΤΩΙ ΘΕΩΙ ΗΜΩΝ ΛΑΛΗΣΑΙ ΠΡΟΣ ΥΜΑΣ ΤΟ ΕΥΑΓΓΕΛΙΟΝ ΤΟΥ ΘΕΟΥ ΕΝ ΠΟΛΛΩΙ ΑΓΩΝΙ
2,3,Η ΓΑΡ ΠΑΡΑΚΛΗΣΙΣ ΗΜΩΝ ΟΥΚ ΕΚ ΠΛΑΝΗΣ ΟΥΔΕ ΕΞ ΑΚΑΘΑΡΣΙΑΣ ΟΥΔΕ ΕΝ ΔΟΛΩΙ
2,4,ΑΛΛΑ ΚΑΘΩΣ ΔΕΔΟΚΙΜΑΣΜΕΘΑ ΥΠΟ ΤΟΥ ΘΕΟΥ ΠΙΣΤΕΥΘΗΝΑΙ ΤΟ ΕΥΑΓΓΕΛΙΟΝ ΟΥΤΩΣ ΛΑΛΟΥΜΕΝ ΟΥΧ ΩΣ ΑΝΘΡΩΠΟΙΣ ΑΡΕΣΚΟΝΤΕΣ ΑΛΛΑ ΘΕΩΙ ΤΩΙ ΔΟΚΙΜΑΖΟΝΤΙ ΤΑΣ ΚΑΡΔΙΑΣ ΗΜΩΝ
2,5,ΟΥΤΕ ΓΑΡ ΠΟΤΕ ΕΝ ΛΟΓΩΙ ΚΟΛΑΚΙΑΣ ΕΓΕΝΗΘΗΜΕΝ ΚΑΘΩΣ ΟΙΔΑΤΕ ΟΥΤΕ ΕΝ ΠΡΟΦΑΣΕΙ ΠΛΕΟΝΕΞΙΑΣ ΘΕΟΣ ΜΑΡΤΥΣ
2,6,ΟΥΤΕ ΖΗΤΟΥΝΤΕΣ ΕΞ ΑΝΘΡΩΠΩΝ ΔΟΞΑΝ ΟΥΤΕ ΑΠΟ ΥΜΩΝ ΟΥΤΕ ΑΠΟ ΑΛΛΩΝ
2,7,ΔΥΝΑΜΕΝΟΙ ΕΝ ΒΑΡΕΙ ΕΙΝΑΙ ΩΣ ΧΡΙΣΤΟΥ ΑΠΟΣΤΟΛΟΙ ΑΛΛΑ ΕΓΕΝΗΘΗΜΕΝ ΝΗΠΙΟΙ ΕΝ ΜΕΣΩΙ ΥΜΩΝ ΩΣ ΕΑΝ ΤΡΟΦΟΣ ΘΑΛΠΗΙ ΤΑ ΕΑΥΤΗΣ ΤΕΚΝΑ
2,8,ΟΥΤΩΣ ΟΜΕΙΡΟΜΕΝΟΙ ΥΜΩΝ ΕΥΔΟΚΟΥΜΕΝ ΜΕΤΑΔΟΥΝΑΙ ΥΜΙΝ ΟΥ ΜΟΝΟΝ ΤΟ ΕΥΑΓΓΕΛΙΟΝ ΤΟΥ ΘΕΟΥ ΑΛΛΑ ΚΑΙ ΤΑΣ ΕΑΥΤΩΝ ΨΥΧΑΣ ΔΙΟΤΙ ΑΓΑΠΗΤΟΙ ΗΜΙΝ ΕΓΕΝΗΘΗΤΕ
2,9,ΜΝΗΜΟΝΕΥΕΤΕ ΓΑΡ ΑΔΕΛΦΟΙ ΤΟΝ ΚΟΠΟΝ ΗΜΩΝ ΚΑΙ ΤΟΝ ΜΟΧΘΟΝ ΝΥΚΤΟΣ ΚΑΙ ΗΜΕΡΑΣ ΕΡΓΑΖΟΜΕΝΟΙ ΠΡΟΣ ΤΟ ΜΗ ΕΠΙΒΑΡΗΣΑΙ ΤΙΝΑ ΥΜΩΝ ΕΚΗΡΥΞΑΜΕΝ ΕΙΣ ΥΜΑΣ ΤΟ ΕΥΑΓΓΕΛΙΟΝ ΤΟΥ ΘΕΟΥ
2,10,ΥΜΕΙΣ ΜΑΡΤΥΡΕΣ ΚΑΙ Ο ΘΕΟΣ ΩΣ ΟΣΙΩΣ ΚΑΙ ΔΙΚΑΙΩΣ ΚΑΙ ΑΜΕΜΠΤΩΣ ΥΜΙΝ ΤΟΙΣ ΠΙΣΤΕΥΟΥΣΙΝ ΕΓΕΝΗΘΗΜΕΝ
2,11,ΚΑΘΑΠΕΡ ΟΙΔΑΤΕ ΩΣ ΕΝΑ ΕΚΑΣΤΟΝ ΥΜΩΝ ΩΣ ΠΑΤΗΡ ΤΕΚΝΑ ΕΑΥΤΟΥ
2,12,ΠΑΡΑΚΑΛΟΥΝΤΕΣ ΥΜΑΣ ΚΑΙ ΠΑΡΑΜΥΘΟΥΜΕΝΟΙ ΚΑΙ ΜΑΡΤΥΡΟΜΕΝΟΙ ΕΙΣ ΤΟ ΠΕΡΙΠΑΤΕΙΝ ΥΜΑΣ ΑΞΙΩΣ ΤΟΥ ΘΕΟΥ ΤΟΥ ΚΑΛΟΥΝΤΟΣ ΥΜΑΣ ΕΙΣ ΤΗΝ ΕΑΥΤΟΥ ΒΑΣΙΛΕΙΑΝ ΚΑΙ ΔΟΞΑΝ
2,13,ΚΑΙ ΔΙΑ ΤΟΥΤΟ ΚΑΙ ΗΜΕΙΣ ΕΥΧΑΡΙΣΤΟΥΜΕΝ ΤΩΙ ΘΕΩΙ ΑΔΙΑΛΕΙΠΤΩΣ ΟΤΙ ΠΑΡΑΛΑΒΟΝΤΕΣ ΛΟΓΟΝ ΑΚΟΗΣ ΠΑΡΑ ΗΜΩΝ ΤΟΥ ΘΕΟΥ ΕΔΕΞΑΣΘΕ ΟΥ ΛΟΓΟΝ ΑΝΘΡΩΠΩΝ ΑΛΛΑ ΚΑΘΩΣ ΑΛΗΘΩΣ ΕΣΤΙΝ ΛΟΓΟΝ ΘΕΟΥ ΟΣ ΚΑΙ ΕΝΕΡΓΕΙΤΑΙ ΕΝ ΥΜΙΝ ΤΟΙΣ ΠΙΣΤΕΥΟΥΣΙΝ
2,14,ΥΜΕΙΣ ΓΑΡ ΜΙΜΗΤΑΙ ΕΓΕΝΗΘΗΤΕ ΑΔΕΛΦΟΙ ΤΩΝ ΕΚΚΛΗΣΙΩΝ ΤΟΥ ΘΕΟΥ ΤΩΝ ΟΥΣΩΝ ΕΝ ΤΗΙ ΙΟΥΔΑΙΑΙ ΕΝ ΧΡΙΣΤΩΙ ΙΗΣΟΥ ΟΤΙ ΤΑ ΑΥΤΑ ΕΠΑΘΕΤΕ ΚΑΙ ΥΜΕΙΣ ΥΠΟ ΤΩΝ ΙΔΙΩΝ ΣΥΜΦΥΛΕΤΩΝ ΚΑΘΩΣ ΚΑΙ ΑΥΤΟΙ ΥΠΟ ΤΩΝ ΙΟΥΔΑΙΩΝ
2,15,ΤΩΝ ΚΑΙ ΤΟΝ ΚΥΡΙΟΝ ΑΠΟΚΤΕΙΝΑΝΤΩΝ ΙΗΣΟΥΝ ΚΑΙ ΤΟΥΣ ΠΡΟΦΗΤΑΣ ΚΑΙ ΗΜΑΣ ΕΚΔΙΩΞΑΝΤΩΝ ΚΑΙ ΘΕΩΙ ΜΗ ΑΡΕΣΚΟΝΤΩΝ ΚΑΙ ΠΑΣΙΝ ΑΝΘΡΩΠΟΙΣ ΕΝΑΝΤΙΩΝ
